"","Gene.symbol","Astrocytes","Neuron","Oligodendrocyte.Precursor.Cell","Newly.Formed.Oligodendrocyte","Myelinating.Oligodendrocytes","Microglia","Endothelial.Cells"
"19277","Mir7-2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19278","Mir700",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19279","Mir701",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19280","Mir702",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19281","Mir704",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19282","Mir705",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19283","Mir706",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19284","Mir707",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19285","Mir708",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19286","Mir709",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19287","Mir710",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19288","Mir711",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19289","Mir713",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19290","Mir717",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19291","Mir718",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19292","Mir719",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19293","Mir720",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19294","Mir721",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19295","Mir741",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19296","Mir742",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19297","Mir743",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19298","Mir743b",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19299","Mir744",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19300","Mir758",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19301","Mir759",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19302","Mir760",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19303","Mir761",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19304","Mir762",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19305","Mir763",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19306","Mir764",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19307","Mir767",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19308","Mir770",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19309","Mir7b",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19310","Mir802",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19311","Mir804",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19312","Mir871",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19313","Mir872",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19314","Mir873",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19315","Mir874",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19316","Mir875",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19317","Mir876",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19318","Mir877",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19319","Mir878",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19320","Mir879",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19321","Mir880",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19322","Mir881",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19323","Mir882",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19324","Mir883a",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19325","Mir883b",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19326","Mir9-1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19327","Mir9-2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19328","Mir9-3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19329","Mir92-2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19330","Mir92b",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19331","Mir93",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19332","Mir96",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19333","Mir98",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19334","Mir99a",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19335","Mir99b",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19336","Mirlet7a-1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19337","Mirlet7a-2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19338","Mirlet7b",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19339","Mirlet7c-1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19340","Mirlet7c-2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19341","Mirlet7d",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19342","Mirlet7e",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19343","Mirlet7f-1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19344","Mirlet7f-2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19345","Mirlet7g",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19346","Mirlet7i",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19347","Mixl1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19348","Mlana",0.1,0.1,0.1,0.1,0.1,0.2,0.1
"19349","Mlkl",0.1,0.1,0.2,0.3,0.2,0.2,3.3
"19350","Mlph",0.1,0.1,0.3,0.2,0.1,5.2,1.2
"19351","Mmp10",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19352","Mmp12",0.1,0.1,0.1,0.1,0.1,0.5,0.1
"19353","Mmp13",0.1,0.1,0.1,0.1,0.3,0.1,0.1
"19354","Mmp1a",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19355","Mmp1b",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19356","Mmp20",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19357","Mmp21",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19358","Mmp27",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19359","Mmp28",0.4,0.1,1.1,0.1,0.1,3.1,10
"19360","Mmp3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19361","Mmp7",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19362","Mmp8",0.1,0.1,0.1,0.1,0.1,0.2,0.1
"19363","Mmrn1",0.1,0.1,0.1,0.1,0.1,0.1,7.4
"19364","Mnda",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19365","Mndal",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19366","Mnx1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19367","Mobp",0.1,0.1,7.9,1214.4,2543.3,3.1,0.1
"19368","Mocos",0.3,0.1,0.1,0.1,0.1,0.5,0.8
"19369","Mogat1",0.1,0.1,0.3,0.1,0.1,0.1,0.1
"19370","Mogat2",0.1,0.1,0.1,0.1,0.1,0.1,0.4
"19371","Morc1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19372","Morc2b",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19373","Morn3",0.3,0.1,0.1,0.1,0.1,0.2,0.3
"19374","Mos",0.1,0.1,0.1,0.1,0.1,0.1,0.2
"19375","Mosc1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19376","Mospd4",0.1,0.1,0.1,0.1,0.1,0.1,0.2
"19377","Mov10l1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19378","Moxd2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19379","Mpl",0.1,0.1,0.1,0.1,0.3,0.1,0.1
"19380","Mpo",0.1,0.1,0.1,0.1,0.1,0.3,0.1
"19381","Mpz",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19382","Mpzl2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19383","Mrgpra1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19384","Mrgpra2a",0.1,0.1,0.1,0.1,0.1,0.2,0.1
"19385","Mrgpra2b",0.1,0.1,0.1,0.1,0.1,0.4,0.1
"19386","Mrgpra3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19387","Mrgpra4",0.1,0.1,0.1,0.1,0.1,0.5,0.1
"19388","Mrgpra6",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19389","Mrgpra9",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19390","Mrgprb1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19391","Mrgprb2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19392","Mrgprb3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19393","Mrgprb4",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19394","Mrgprb5",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19395","Mrgprb8",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19396","Mrgprd",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19397","Mrgprg",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19398","Mrgprh",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19399","Mrgprx1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19400","Mrgprx2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19401","Mrvi1",0.1,0.1,0.3,0.1,0.1,0.1,0.4
"19402","Ms4a1",0.1,0.1,0.1,0.1,0.1,0.3,0.1
"19403","Ms4a10",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19404","Ms4a13",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19405","Ms4a15",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19406","Ms4a2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19407","Ms4a3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19408","Ms4a4b",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19409","Ms4a4c",0.1,0.1,0.1,0.1,0.1,0.2,0.1
"19410","Ms4a4d",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19411","Ms4a5",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19412","Ms4a6b",0.1,0.1,1.3,0.1,0.1,22.1,0.3
"19413","Ms4a6d",0.1,0.1,1.8,0.1,0.3,33.9,0.1
"19414","Ms4a8a",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19415","Msgn1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19416","Msh4",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19417","Msln",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19418","Mslnl",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19419","Msmb",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19420","Msmp",0.1,0.1,0.1,0.1,0.1,0.1,0.4
"19421","Msr1",0.1,0.1,0.2,0.1,0.1,2.1,0.1
"19422","Mst1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19423","Msx1as",0.1,0.1,0.1,0.1,0.1,0.1,0.4
"19424","Msx2",1.2,0.1,0.1,0.1,0.1,0.1,0.1
"19425","Msx3",0.1,0.1,0.1,0.1,0.1,0.1,0.8
"19426","Mt4",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19427","Mtap7d3",1.1,0.1,0.1,0.1,0.1,0.1,0.1
"19428","Mtnr1a",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19429","Mtnr1b",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19430","Mtrnr2l",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19431","Muc15",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19432","Muc19",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19433","Muc20",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19434","Muc4",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19435","Muc5ac",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19436","Muc5b",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19437","Mucl1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19438","Mug-ps1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19439","Mug1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19440","Mug2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19441","Mup1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19442","Mup10",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19443","Mup11",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19444","Mup12",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19445","Mup13",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19446","Mup14",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19447","Mup15",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19448","Mup16",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19449","Mup17",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19450","Mup19",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19451","Mup2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19452","Mup20",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19453","Mup3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19454","Mup4",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19455","Mup5",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19456","Mup6",0.4,0.1,0.1,0.1,0.1,0.1,0.1
"19457","Mup7",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19458","Mup8",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19459","Mup9",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19460","Musk",0.2,0.1,0.2,0.1,0.1,0.1,0.1
"19461","Mx1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19462","Mybpc1",0.1,0.1,0.5,0.1,0.1,0.1,0.1
"19463","Mybpc2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19464","Mybpc3",0.1,0.1,0.2,0.1,0.1,2.4,0.1
"19465","Mybph",0.1,0.1,0.1,0.1,0.1,0.6,0.1
"19466","Mybphl",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19467","Mycs",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19468","Myf5",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19469","Myf6",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19470","Myh1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19471","Myh13",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19472","Myh15",0.4,0.1,0.1,0.1,0.1,0.1,0.1
"19473","Myh2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19474","Myh3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19475","Myh4",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19476","Myl1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19477","Myl2",0.1,0.1,0.2,0.1,0.2,4.7,0.1
"19478","Myl3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19479","Myl7",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19480","Mylk2",1.4,0.1,0.1,0.1,0.1,0.1,0.1
"19481","Mylk3",0.1,0.1,0.4,0.1,0.1,0.1,0.1
"19482","Mylk4",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19483","Myo15",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19484","Myo1g",0.1,0.1,0.4,0.1,0.1,15.6,0.1
"19485","Myo1h",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19486","Myo3a",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19487","Myo5c",0.1,0.1,0.1,0.2,0.1,0.1,0.1
"19488","Myo7b",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19489","Myoc",0.2,0.1,0.1,0.1,0.2,0.1,0.1
"19490","Myocd",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19491","Myod1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19492","Myog",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19493","Myom2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19494","Myot",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19495","Myoz1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19496","Myoz2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19497","Myoz3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19498","Naa11",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19499","Naaladl1",0.2,0.1,0.2,0.1,0.1,0.1,0.1
"19500","Nags",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19501","Naip1",0.1,0.1,0.1,0.1,0.1,0.9,0.2
"19502","Naip2",0.1,0.1,0.4,0.1,0.1,5.4,0.1
"19503","Naip7",0.1,0.1,0.1,0.1,0.1,0.5,0.1
"19504","Nanog",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19505","Nanogpd",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19506","Napsa",0.1,0.1,0.1,0.1,0.1,2.8,1
"19507","Nat3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19508","Nat8",5.6,0.1,0.6,0.1,0.1,0.1,0.1
"19509","Ncf4",0.1,0.1,2,0.2,0.3,67.1,0.1
"19510","Ncr1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19511","Nctc1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19512","Ndufs5",0.5,0.1,0.6,0.1,0.1,0.1,0.1
"19513","Nek5",0.3,0.1,0.1,0.2,0.1,0.1,0.1
"19514","Nepn",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19515","Neurog1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19516","Neurog3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19517","Ngp",0.1,0.1,1,0.1,0.1,16,0.6
"19518","Nhedc1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19519","Nhlrc4",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19520","Niacr1",0.1,0.1,0.2,0.1,0.1,18.3,0.1
"19521","Ninj2",0.2,0.1,8.4,10,26,0.1,0.1
"19522","Nipal1",0.5,0.1,0.1,0.1,0.1,0.1,0.3
"19523","Nipsnap3a",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19524","Nkg7",0.1,0.1,0.1,0.1,0.1,1,0.1
"19525","Nkx1-2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19526","Nkx2-2as",0.3,0.1,0.2,0.2,0.6,0.1,0.1
"19527","Nkx2-3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19528","Nkx2-4",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19529","Nkx2-5",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19530","Nkx2-6",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19531","Nkx2-9",0.1,0.1,0.1,0.1,0.3,0.1,0.1
"19532","Nkx3-1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19533","Nkx3-2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19534","Nkx6-1",0.1,0.1,0.2,0.1,0.1,0.1,0.2
"19535","Nkx6-2",0.1,0.1,0.1,24.7,53.2,0.2,0.1
"19536","Nkx6-3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19537","Nlrc4",0.1,0.1,0.1,0.1,0.1,0.3,0.1
"19538","Nlrc5",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19539","Nlrp10",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19540","Nlrp12",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19541","Nlrp14",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19542","Nlrp1a",0.1,0.1,0.2,0.1,0.1,2.1,0.1
"19543","Nlrp1b",0.1,0.1,0.1,0.1,0.1,0.9,0.1
"19544","Nlrp1c-ps",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19545","Nlrp2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19546","Nlrp3",0.1,0.1,3,0.1,0.1,65.6,0.1
"19547","Nlrp4a",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19548","Nlrp4b",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19549","Nlrp4c",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19550","Nlrp4e",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19551","Nlrp4f",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19552","Nlrp4g",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19553","Nlrp5",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19554","Nlrp6",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19555","Nlrp9a",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19556","Nlrp9b",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19557","Nlrp9c",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19558","Nms",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19559","Nmur1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19560","Nmur2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19561","Nobox",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19562","Nod2",0.1,0.1,0.2,0.1,0.1,3.4,0.5
"19563","Nodal",0.1,0.1,0.1,0.1,0.1,0.1,1.3
"19564","Nos2",0.1,0.1,0.1,0.1,0.1,0.1,7.9
"19565","Noto",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19566","Nox1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19567","Nox3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19568","Noxa1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19569","Npffr2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19570","Nphs1as",0.5,0.1,0.1,0.1,0.1,0.1,0.1
"19571","Nphs2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19572","Nppb",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19573","Nps",0.4,0.1,0.1,0.1,0.1,0.1,0.1
"19574","Npvf",0.1,0.1,0.2,0.1,0.1,0.1,0.1
"19575","Npy6r",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19576","Nr0b1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19577","Nr0b2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19578","Nr1h5",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19579","Nr1i2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19580","Nr1i3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19581","Nr2e3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19582","Nr5a1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19583","Nrap",0.1,0.1,0.3,0.1,0.1,0.7,0.1
"19584","Nrk",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19585","Nrl",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19586","Nt5c1b",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19587","Ntf5",0.1,0.1,0.1,0.1,0.1,0.2,0.1
"19588","Nup62-il4i1",0.1,0.1,0.2,0.1,0.1,0.6,0.1
"19589","Nup62cl",0.3,0.1,0.1,0.1,0.1,0.1,0.1
"19590","Nxf2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19591","Nxf3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19592","Nxf7",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19593","Nxnl1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19594","Oas1a",0.1,0.1,0.1,0.1,0.1,1.9,3.6
"19595","Oas1b",0.1,0.1,0.1,0.1,0.1,0.1,0.6
"19596","Oas1d",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19597","Oas1e",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19598","Oas1f",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19599","Oas1g",0.1,0.1,0.1,0.1,0.1,0.7,0.5
"19600","Oas1h",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19601","Oas2",0.1,0.1,0.1,0.1,0.1,0.6,0.1
"19602","Oas3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19603","Obox1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19604","Obox2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19605","Obox3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19606","Obox5",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19607","Obox6",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19608","Obp1a",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19609","Oc90",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19610","Ocm",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19611","Odam",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19612","Odf1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19613","Odf3",0.6,0.1,0.1,0.1,0.1,0.1,0.1
"19614","Odf3b",0.6,0.1,0.1,0.1,0.1,0.1,1.8
"19615","Odf3l1",0.2,0.1,0.3,0.1,0.1,0.1,0.1
"19616","Ofcc1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19617","Oit1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19618","Oit3",0.2,0.1,0.1,0.1,0.1,0.1,0.1
"19619","Olah",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19620","Olfr1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19621","Olfr10",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19622","Olfr1000",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19623","Olfr1002",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19624","Olfr1006",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19625","Olfr1008",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19626","Olfr1009",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19627","Olfr101",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19628","Olfr1010",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19629","Olfr1012",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19630","Olfr1013",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19631","Olfr1014",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19632","Olfr1015",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19633","Olfr1016",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19634","Olfr1018",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19635","Olfr1019",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19636","Olfr102",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19637","Olfr1020",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19638","Olfr1022",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19639","Olfr1023",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19640","Olfr1024",0.1,0.1,0.1,0.1,0.1,0.1,0.1
"19641","Olfr1026",0.1,0.1,0.1,0.1,0.1,0.1,0.1
