"","ident","AQP4","SLC1A3","rna_HEPACAM","CD44","NGFR","NCAM1","CD24","rna_FUT4","CXCR4","PDGFRA","rna_ITGB2","rna_ITGB1","rna_TF","NKX2-2","rna_PROM1","MAP2"
"2197","Neurons - 1",0,-0.00152701834880348,0,0,0.0443304187334145,3.75550561599504,7.19742280167648,0,0.0419588831663188,0,0,0,0,0.0245903917121251,0,2.76296166597876
"2198","Neurons - 1",0,0.00766145220227319,0,-0.0227778635854391,0.0494367507741691,4.68906323300384,12.8050998866341,0,0.018509089688253,0.0164544270681899,0,1,0,0.00192374034736364,0,3.352808048423
"2199","Radial Glia - 1",0,-0.29733235599941,0,0,0.0650293599086493,0.0815072017751065,5.55304627453101,0,0.255852436445627,-0.0900122582119322,0,0,0,0,0,0.14789397368162
"2200","Mixed",0,-0.0372143213490577,0,-0.0467430556666772,0.0710320486535403,0.148659587014327,0.839459477300254,0,0.210932540823583,0,0,0,0,0,0,1.49293653170873
"2201","Mixed",0,-0.0841845592633055,0,0,1.66472090847339,-0.0441190132418081,1.80780015749605,0,0.348204855967189,0,0,1,0,0,0,2.14190168478424
"2202","Mixed",0,0.00428689748667425,0,0,-0.0558096511339023,0.158445544352704,0.615952239168491,0,0.202361324430272,0,0,1,0,0,0,0.190399271687204
"2203","Mixed",0,0.0337022238945609,0,-0.0336221444487928,0.99776514832623,0.210692468325708,3.03165878024359,0,0.22370938213828,0,0,3,0,0,0,0.00604844640557227
"2204","Mixed",0,0.022976327096338,0,0,0.0629332306392372,0.152102266770976,1.06912033288518,0,0.142789740520486,0,0,1,0,0,0,0.14150903134106
"2205","Astrocytes",0.159809408275634,0.255737075756793,0,0.0559424037457132,-0.109672980983099,1.1483660328854,2.06867989104704,0,4.68707942409409,-0.0185168639247493,0,2,0,0.00192546903177416,0,0.90121582097052
"2206","Radial Glia - 2",0,-0.00996540754886303,0,0,-0.173256625840981,3.90745387454133,9.3112256295285,0,0.381970540897835,0.165863968033906,0,0,0,0,0,3.26419755497573
"2207","Radial Glia - 2",0,0.0350062399333433,0,0.0135674254921158,0.170450411040272,1.1218127094104,2.72846116315071,0,1.00303133019768,0,0,1,0,0,0,1.26554578947415
"2208","Radial Glia - 2",0,0.0338201447770379,0,0.000273578330750321,0.775043403430715,2.98912975747365,22.8330229540716,0,0.428810701947849,0.0992224440740894,0,0,0,0.00216117878687391,0,4.18184962302283
"2209","Radial Glia - 1",0,-0.266091799624538,0,0,0.0113994214609327,0.50326803095851,1.86705105916332,0,1.06748110355028,0,0,1,0,0.0150144353217803,0,-0.0587110377428619
"2210","Radial Glia - 2",0,0.0271993774193202,0,0.000617834168372044,-0.174986230609817,-0.372039387366761,11.6180901195363,0,0.403547085433614,0.104822085410321,0,1,0,0.00460397805104871,0,3.89846627423602
"2211","NPC",0,0.0034697823327122,0,0,-0.125755701605624,4.83683554266765,8.52484758331819,0,-0.0401296680007,0.0194368766711356,0,0,0,0.00234294119603687,0,9.25663365619137
"2212","Mixed",0,0.310309139666232,0,0.00378271264875202,0.504194033849507,0.840297765517123,3.59837009094811,0,2.47075978557268,0,0,3,0,0,0,0.985652294926438
"2213","Mixed",0,0.00361853210914612,0,0.00868457881167866,-0.101634571641927,0.325442364716903,0.857706818713504,1,1.58977646850726,0,0,1,0,0,0,0.481500826456395
"2214","Neurons - 1",0,-0.0143405312837014,0,0,0.145477661022592,6.22068657428975,10.0361573505331,0,0.256780126466476,0.0107124897076439,0,0,0,0.0199653187230981,0,5.04781134754158
"2215","Neurons - 2",0,0.0276843857333963,0,0,0.472218715840122,9.63450329248281,14.2414656756364,0,1.02075989944621,0.0019450406974956,0,0,0,0.00165804871706085,0,11.7447273548512
"2216","Mixed",0,0.000610219743284337,0,0,-0.00011731300221592,0.250834105849655,4.75244716905695,0,0.289518148700628,0,0,0,0,0,0,0.418227849387375
"2217","Mixed",0,0.032848848442577,0,0,0.0186694051484712,1.15686570026591,0.11460447377625,0,0.0610972192867626,0,0,2,0,0,0,0.149956230402671
"2218","Neurons - 1",0,0.0118228824663485,0,-0.0427209006768009,0.0458992638524332,2.08585171173012,5.71861905009319,0,0.114089803926393,0,0,0,0,0.00571479935368038,0,5.36316279057147
"2219","Mixed",0,0.03638121317073,0,0,-0.016940299708377,0.172983264285549,1.21274287066236,0,0.223032621684077,0,0,0,0,0,0,0.139991832198551
"2220","Radial Glia - 1",0,0.469102270009779,0,0,0.131534980832369,2.09514371891068,4.30202383014467,0,0.729655410086828,0,0,0,0,0,0,1.23901389578903
"2221","Astrocytes",0.15345517399559,0.172272015088216,0,0.0623806836511911,-0.138167655757826,1.14564454478655,2.00059233103497,0,0.501219534164634,-0.0103245711208138,0,0,0,0.00110633446076435,0,1.76383722874542
"2222","Radial Glia - 2",0,1.03744368980717,0,0,0.0149768635037267,-0.377523453464386,2.64282385264549,0,0.0731090738942509,0,0,0,0,0,0,0.831742381542824
"2223","Mixed",0,0.0160141560315332,0,-0.00639962068623127,0.894071227800528,0.380712832993445,2.57351058362676,0,1.33126332996774,0,0,1,0,0.0060510022234717,0,0.287597504518831
"2224","Mixed",0,0.0322580780367821,0,0,-0.0381980252860642,0.177308233202351,1.25878747288186,0,0.299435384584815,0,0,0,0,0,0,0.0495767156215074
"2225","Mixed",0,0.124418899142311,0,0.0132064077632801,0.17503447485832,0.968571855373,0.380447847785839,0,1.40594758955678,0,0,0,0,0,0,0.213337483797472
"2226","Astrocytes",0.221331967205984,0.137738764251244,0,0.105592948024176,-0.0828850360354905,0.15444834547372,1.78286222858808,0,4.6462542535569,0,0,1,0,0.015713447807449,0,2.07638861011142
"2227","Mixed",0,-0.000997743632611095,0,0.962653310304672,-0.528368165637696,0.298885812272911,2.58347271065777,0,0.207452106261206,0,0,1,0,0,0,1.05902275358769
"2228","Neurons - 1",0,0.0521864618712177,0,0,-0.0166777412256504,3.93731099890928,13.4382364266507,0,0.0691606639835609,0.0164293975652519,0,1,0,0,0,1.47287477914647
"2229","Radial Glia - 1",0.0532643994670073,0.130791814773969,0,0.147095518064247,0.127022463865226,0.282434456370786,0.721010972641505,0,0.212442472145168,0,0,0,0,0.122509866153748,0,0.265938916283968
"2230","Neurons - 1",0,0.0176976793227359,0,-0.0280036323794928,0.0490242587932883,0.372026065749418,6.17041640419593,0,0.00897937477045027,0,0,0,0,0.00577314536054947,0,5.78937932424453
"2231","Neurons - 2",0,0.0109213099299048,0,0,0.0951837269413571,3.5124813139564,14.6737360877227,0,0.0108672803515038,0.00214349492193203,0,0,0,0,0,1.31650853930006
"2232","Astrocytes",0.0659529958447134,0.309891310435048,0,0.293886896939067,-0.0955050726545304,0.481466720539409,5.23108901709704,0,5.39627786214704,-0.0177437853249705,0,2,0,0.0204739437777769,0,1.5387724109477
"2233","NPC",0,0.0337242272520807,0,0,0.0404892795217174,0.902470916325422,7.98383323620327,0,0.142400671104572,0.0060011249260593,0,0,0,0.0224186372350214,0,0.806206735557254
"2234","Neurons - 1",0,0.000441667652427895,0,0,0.118662096583356,2.73348056465398,9.4250560818447,0,-0.0101203521987674,0,0,0,0,0.000383634309661942,0,4.99625833105435
"2235","Astrocytes",0.113565903871248,1.03925107735148,0,0.708117411489314,0.00237454558948235,1.58246513491842,6.2972736524785,2,-0.76977164152976,-0.0648235751638332,0,2,0,0.0681813495461283,0,1.99975213880571
"2236","Radial Glia - 1",0,0.438002669585204,0,0.0175990916659423,0.17671750732873,2.44912807835514,7.23589262519605,0,1.08732088571709,0,0,1,0,0,0,2.32319797150837
"2237","Neurons - 1",0,0.0571121237495123,0,0,-0.00353386444330458,3.7126491000414,24.7642220768563,0,0.0582998472619455,0.0124688181459428,0,0,0,0,0,6.97806369032009
"2238","Neurons - 1",0,0.0064971905862322,0,-0.00598273340796324,0.11189606068393,4.01560392443122,8.81783052355003,0,0.000295800003979958,0,0,0,0,0.00884252976180391,0,1.03861703899087
"2239","Mixed",0,0.0594957223867393,0,-0.0186633990434621,0.0540309164244666,0.141072079861487,0.774990630650082,0,0.375134075683738,0,0,1,0,0,0,0.132938332183359
"2240","Neurons - 2",0,0.098635873736539,0,0,-0.0594318001651332,9.62469283261141,31.1246424128499,0,0.189993934178326,0.0573428369952525,0,2,0,0,0,8.42609899354702
"2241","Radial Glia - 2",0,0.0424500083877044,0,0.000557000871575006,-0.17733988939941,2.10452746826043,18.0052035691114,0,0.443498125667445,0.0778454181723318,0,0,0,0.00130030598204843,0,2.77721256511624
"2242","Neurons - 1",0,-0.0107212752308717,0,0,1.05147269224815,-0.213897342712866,11.2354795144651,0,0.432039896077588,0,0,2,0,0.0247592396113818,0,5.78322480045048
"2243","Radial Glia - 1",0,2.10498300533676,0,0,0.0626219067438596,1.19193929952316,2.4912035594945,0,1.71423218587436,0,0,0,0,0.00380936673049538,0,0.517889254902032
"2244","Mixed",0,0.0478596710647748,0,0,0.131870664185809,0.133644517796999,3.01964581501385,0,0.0884991932694224,0,0,2,0,0,0,0.212124478913562
"2245","Neurons - 1",0,-0.0184344222775135,0,0,0.142655811102707,3.65288362354296,5.70336249591119,0,0.150680763706591,0,0,0,0,0.0053307723072082,0,3.74257289681484
"2246","Radial Glia - 2",0,1.22253189708698,0,0,0.47196023074916,0.0921913803716265,0.598302438339002,0,0.00212931720578263,0,0,1,0,0,0,0.677069544176896
